Row Labels,Sum of Id,Sum of MSSubClass,Sum of OverallQual,Sum of 1stFlrSF,Sum of FullBath,Sum of SalePrice,Sum of MoSold
111,321,60,9,1249,3,342643,9
RL,321,60,9,1249,3,342643,9
Corner,321,60,9,1249,3,342643,9
AllPub,321,60,9,1249,3,342643,9
Reg,321,60,9,1249,3,342643,9
VinylSd,321,60,9,1249,3,342643,9
TA,321,60,9,1249,3,342643,9
370,321,60,9,1249,3,342643,9
Unf,321,60,9,1249,3,342643,9
Gd,321,60,9,1249,3,342643,9
Ex,321,60,9,1249,3,342643,9
Ex,321,60,9,1249,3,342643,9
Typ,321,60,9,1249,3,342643,9
NA,321,60,9,1249,3,342643,9
Attchd,321,60,9,1249,3,342643,9
TA,321,60,9,1249,3,342643,9
New,321,60,9,1249,3,342643,9
Partial,321,60,9,1249,3,342643,9
112,37,20,5,1097,1,145000,6
RL,37,20,5,1097,1,145000,6
Corner,37,20,5,1097,1,145000,6
AllPub,37,20,5,1097,1,145000,6
Reg,37,20,5,1097,1,145000,6
VinylSd,37,20,5,1097,1,145000,6
TA,37,20,5,1097,1,145000,6
0,37,20,5,1097,1,145000,6
Unf,37,20,5,1097,1,145000,6
TA,37,20,5,1097,1,145000,6
Gd,37,20,5,1097,1,145000,6
Ex,37,20,5,1097,1,145000,6
Typ,37,20,5,1097,1,145000,6
NA,37,20,5,1097,1,145000,6
Attchd,37,20,5,1097,1,145000,6
TA,37,20,5,1097,1,145000,6
WD,37,20,5,1097,1,145000,6
Normal,37,20,5,1097,1,145000,6
114,1933,40,17,3526,4,564900,11
RL,1933,40,17,3526,4,564900,11
Corner,1107,20,7,1442,2,179900,5
AllPub,1107,20,7,1442,2,179900,5
IR1,1107,20,7,1442,2,179900,5
HdBoard,1107,20,7,1442,2,179900,5
TA,1107,20,7,1442,2,179900,5
0,1107,20,7,1442,2,179900,5
GLQ,1107,20,7,1442,2,179900,5
TA,1107,20,7,1442,2,179900,5
Gd,1107,20,7,1442,2,179900,5
Gd,1107,20,7,1442,2,179900,5
Typ,1107,20,7,1442,2,179900,5
TA,1107,20,7,1442,2,179900,5
Attchd,1107,20,7,1442,2,179900,5
TA,1107,20,7,1442,2,179900,5
WD,1107,20,7,1442,2,179900,5
Normal,1107,20,7,1442,2,179900,5
Inside,826,20,10,2084,2,385000,6
AllPub,826,20,10,2084,2,385000,6
Reg,826,20,10,2084,2,385000,6
CemntBd,826,20,10,2084,2,385000,6
TA,826,20,10,2084,2,385000,6
816,826,20,10,2084,2,385000,6
GLQ,826,20,10,2084,2,385000,6
TA,826,20,10,2084,2,385000,6
Ex,826,20,10,2084,2,385000,6
Ex,826,20,10,2084,2,385000,6
Typ,826,20,10,2084,2,385000,6
Gd,826,20,10,2084,2,385000,6
Attchd,826,20,10,2084,2,385000,6
TA,826,20,10,2084,2,385000,6
New,826,20,10,2084,2,385000,6
Partial,826,20,10,2084,2,385000,6
115,1053,70,10,2048,3,305000,15
RL,1053,70,10,2048,3,305000,15
Inside,1053,70,10,2048,3,305000,15
AllPub,1053,70,10,2048,3,305000,15
Reg,1053,70,10,2048,3,305000,15
VinylSd,42,20,5,1328,1,170000,7
Gd,42,20,5,1328,1,170000,7
0,42,20,5,1328,1,170000,7
BLQ,42,20,5,1328,1,170000,7
TA,42,20,5,1328,1,170000,7
TA,42,20,5,1328,1,170000,7
Gd,42,20,5,1328,1,170000,7
Typ,42,20,5,1328,1,170000,7
Gd,42,20,5,1328,1,170000,7
Attchd,42,20,5,1328,1,170000,7
TA,42,20,5,1328,1,170000,7
WD,42,20,5,1328,1,170000,7
Normal,42,20,5,1328,1,170000,7
Wd Sdng,1011,50,5,720,2,135000,8
TA,1011,50,5,720,2,135000,8
0,1011,50,5,720,2,135000,8
Unf,1011,50,5,720,2,135000,8
TA,1011,50,5,720,2,135000,8
TA,1011,50,5,720,2,135000,8
TA,1011,50,5,720,2,135000,8
Typ,1011,50,5,720,2,135000,8
Gd,1011,50,5,720,2,135000,8
Attchd,1011,50,5,720,2,135000,8
TA,1011,50,5,720,2,135000,8
WD,1011,50,5,720,2,135000,8
Normal,1011,50,5,720,2,135000,8
116,1214,80,15,2758,4,480000,12
RL,1214,80,15,2758,4,480000,12
Corner,907,20,8,1636,2,255000,6
AllPub,907,20,8,1636,2,255000,6
IR1,907,20,8,1636,2,255000,6
VinylSd,907,20,8,1636,2,255000,6
TA,907,20,8,1636,2,255000,6
208,907,20,8,1636,2,255000,6
GLQ,907,20,8,1636,2,255000,6
TA,907,20,8,1636,2,255000,6
Gd,907,20,8,1636,2,255000,6
Ex,907,20,8,1636,2,255000,6
Typ,907,20,8,1636,2,255000,6
Gd,907,20,8,1636,2,255000,6
Attchd,907,20,8,1636,2,255000,6
TA,907,20,8,1636,2,255000,6
WD,907,20,8,1636,2,255000,6
Normal,907,20,8,1636,2,255000,6
Inside,307,60,7,1122,2,225000,6
AllPub,307,60,7,1122,2,225000,6
Reg,307,60,7,1122,2,225000,6
HdBoard,307,60,7,1122,2,225000,6
TA,307,60,7,1122,2,225000,6
246,307,60,7,1122,2,225000,6
ALQ,307,60,7,1122,2,225000,6
TA,307,60,7,1122,2,225000,6
Gd,307,60,7,1122,2,225000,6
Gd,307,60,7,1122,2,225000,6
Typ,307,60,7,1122,2,225000,6
TA,307,60,7,1122,2,225000,6
Attchd,307,60,7,1122,2,225000,6
TA,307,60,7,1122,2,225000,6
WD,307,60,7,1122,2,225000,6
Normal,307,60,7,1122,2,225000,6
118,1473,80,17,3372,5,830000,8
RL,1473,80,17,3372,5,830000,8
Corner,303,20,7,1541,2,205000,1
AllPub,303,20,7,1541,2,205000,1
IR1,303,20,7,1541,2,205000,1
VinylSd,303,20,7,1541,2,205000,1
TA,303,20,7,1541,2,205000,1
150,303,20,7,1541,2,205000,1
Unf,303,20,7,1541,2,205000,1
TA,303,20,7,1541,2,205000,1
Gd,303,20,7,1541,2,205000,1
Ex,303,20,7,1541,2,205000,1
Typ,303,20,7,1541,2,205000,1
TA,303,20,7,1541,2,205000,1
Attchd,303,20,7,1541,2,205000,1
TA,303,20,7,1541,2,205000,1
WD,303,20,7,1541,2,205000,1
Normal,303,20,7,1541,2,205000,1
CulDSac,1170,60,10,1831,3,625000,7
AllPub,1170,60,10,1831,3,625000,7
IR1,1170,60,10,1831,3,625000,7
HdBoard,1170,60,10,1831,3,625000,7
Gd,1170,60,10,1831,3,625000,7
1378,1170,60,10,1831,3,625000,7
GLQ,1170,60,10,1831,3,625000,7
TA,1170,60,10,1831,3,625000,7
Ex,1170,60,10,1831,3,625000,7
Ex,1170,60,10,1831,3,625000,7
Typ,1170,60,10,1831,3,625000,7
TA,1170,60,10,1831,3,625000,7
Attchd,1170,60,10,1831,3,625000,7
TA,1170,60,10,1831,3,625000,7
WD,1170,60,10,1831,3,625000,7
Normal,1170,60,10,1831,3,625000,7
120,4937,300,39,7816,9,1085730,41
C (all),1062,30,3,894,1,81000,8
Inside,1062,30,3,894,1,81000,8
AllPub,1062,30,3,894,1,81000,8
Reg,1062,30,3,894,1,81000,8
MetalSd,1062,30,3,894,1,81000,8
TA,1062,30,3,894,1,81000,8
0,1062,30,3,894,1,81000,8
Unf,1062,30,3,894,1,81000,8
TA,1062,30,3,894,1,81000,8
TA,1062,30,3,894,1,81000,8
TA,1062,30,3,894,1,81000,8
Typ,1062,30,3,894,1,81000,8
NA,1062,30,3,894,1,81000,8
Detchd,1062,30,3,894,1,81000,8
TA,1062,30,3,894,1,81000,8
ConLD,1062,30,3,894,1,81000,8
Normal,1062,30,3,894,1,81000,8
RL,3875,270,36,6922,8,1004730,33
Corner,3584,210,28,5843,6,771500,26
AllPub,3584,210,28,5843,6,771500,26
IR1,1340,20,5,864,1,128500,6
MetalSd,1340,20,5,864,1,128500,6
Gd,1340,20,5,864,1,128500,6
0,1340,20,5,864,1,128500,6
Rec,1340,20,5,864,1,128500,6
TA,1340,20,5,864,1,128500,6
TA,1340,20,5,864,1,128500,6
Ex,1340,20,5,864,1,128500,6
Typ,1340,20,5,864,1,128500,6
NA,1340,20,5,864,1,128500,6
Attchd,1340,20,5,864,1,128500,6
TA,1340,20,5,864,1,128500,6
WD,1340,20,5,864,1,128500,6
Normal,1340,20,5,864,1,128500,6
Reg,2244,190,23,4979,5,643000,20
HdBoard,151,20,5,969,1,122000,1
TA,151,20,5,969,1,122000,1
0,151,20,5,969,1,122000,1
BLQ,151,20,5,969,1,122000,1
TA,151,20,5,969,1,122000,1
TA,151,20,5,969,1,122000,1
TA,151,20,5,969,1,122000,1
Typ,151,20,5,969,1,122000,1
NA,151,20,5,969,1,122000,1
Attchd,151,20,5,969,1,122000,1
TA,151,20,5,969,1,122000,1
WD,151,20,5,969,1,122000,1
Normal,151,20,5,969,1,122000,1
Stucco,1169,70,6,1236,2,235000,7
TA,1169,70,6,1236,2,235000,7
0,1169,70,6,1236,2,235000,7
Rec,1169,70,6,1236,2,235000,7
TA,1169,70,6,1236,2,235000,7
TA,1169,70,6,1236,2,235000,7
Ex,1169,70,6,1236,2,235000,7
Typ,1169,70,6,1236,2,235000,7
TA,1169,70,6,1236,2,235000,7
Basment,1169,70,6,1236,2,235000,7
TA,1169,70,6,1236,2,235000,7
WD,1169,70,6,1236,2,235000,7
Normal,1169,70,6,1236,2,235000,7
Wd Sdng,924,100,12,2774,2,286000,12
TA,924,100,12,2774,2,286000,12
216,663,20,6,1392,1,110000,7
Unf,663,20,6,1392,1,110000,7
Fa,663,20,6,1392,1,110000,7
Fa,663,20,6,1392,1,110000,7
Gd,663,20,6,1392,1,110000,7
Maj2,663,20,6,1392,1,110000,7
TA,663,20,6,1392,1,110000,7
Attchd,663,20,6,1392,1,110000,7
TA,663,20,6,1392,1,110000,7
WD,663,20,6,1392,1,110000,7
Normal,663,20,6,1392,1,110000,7
399,261,80,6,1382,1,176000,5
Rec,261,80,6,1382,1,176000,5
TA,261,80,6,1382,1,176000,5
TA,261,80,6,1382,1,176000,5
TA,261,80,6,1382,1,176000,5
Typ,261,80,6,1382,1,176000,5
TA,261,80,6,1382,1,176000,5
Attchd,261,80,6,1382,1,176000,5
TA,261,80,6,1382,1,176000,5
WD,261,80,6,1382,1,176000,5
Normal,261,80,6,1382,1,176000,5
Inside,291,60,8,1079,2,233230,7
AllPub,291,60,8,1079,2,233230,7
Reg,291,60,8,1079,2,233230,7
VinylSd,291,60,8,1079,2,233230,7
TA,291,60,8,1079,2,233230,7
0,291,60,8,1079,2,233230,7
Unf,291,60,8,1079,2,233230,7
TA,291,60,8,1079,2,233230,7
Gd,291,60,8,1079,2,233230,7
Ex,291,60,8,1079,2,233230,7
Typ,291,60,8,1079,2,233230,7
Gd,291,60,8,1079,2,233230,7
Attchd,291,60,8,1079,2,233230,7
Gd,291,60,8,1079,2,233230,7
New,291,60,8,1079,2,233230,7
Partial,291,60,8,1079,2,233230,7
121,1078,130,16,2217,3,428000,15
RL,86,60,8,1301,2,260000,4
Corner,86,60,8,1301,2,260000,4
AllPub,86,60,8,1301,2,260000,4
Reg,86,60,8,1301,2,260000,4
HdBoard,86,60,8,1301,2,260000,4
TA,86,60,8,1301,2,260000,4
284,86,60,8,1301,2,260000,4
Unf,86,60,8,1301,2,260000,4
TA,86,60,8,1301,2,260000,4
Gd,86,60,8,1301,2,260000,4
Ex,86,60,8,1301,2,260000,4
Typ,86,60,8,1301,2,260000,4
TA,86,60,8,1301,2,260000,4
Attchd,86,60,8,1301,2,260000,4
TA,86,60,8,1301,2,260000,4
WD,86,60,8,1301,2,260000,4
Normal,86,60,8,1301,2,260000,4
RM,992,70,8,916,1,168000,11
Corner,992,70,8,916,1,168000,11
AllPub,992,70,8,916,1,168000,11
Reg,992,70,8,916,1,168000,11
Wd Sdng,992,70,8,916,1,168000,11
Gd,992,70,8,916,1,168000,11
0,992,70,8,916,1,168000,11
BLQ,992,70,8,916,1,168000,11
TA,992,70,8,916,1,168000,11
TA,992,70,8,916,1,168000,11
Gd,992,70,8,916,1,168000,11
Typ,992,70,8,916,1,168000,11
Gd,992,70,8,916,1,168000,11
Attchd,992,70,8,916,1,168000,11
TA,992,70,8,916,1,168000,11
WD,992,70,8,916,1,168000,11
Normal,992,70,8,916,1,168000,11
122,1051,80,15,2484,4,413000,8
RL,1051,80,15,2484,4,413000,8
Corner,964,20,9,1800,2,239000,5
AllPub,964,20,9,1800,2,239000,5
IR1,964,20,9,1800,2,239000,5
VinylSd,964,20,9,1800,2,239000,5
TA,964,20,9,1800,2,239000,5
0,964,20,9,1800,2,239000,5
Unf,964,20,9,1800,2,239000,5
TA,964,20,9,1800,2,239000,5
Ex,964,20,9,1800,2,239000,5
Ex,964,20,9,1800,2,239000,5
Typ,964,20,9,1800,2,239000,5
NA,964,20,9,1800,2,239000,5
Attchd,964,20,9,1800,2,239000,5
TA,964,20,9,1800,2,239000,5
WD,964,20,9,1800,2,239000,5
Normal,964,20,9,1800,2,239000,5
Inside,87,60,6,684,2,174000,3
AllPub,87,60,6,684,2,174000,3
IR2,87,60,6,684,2,174000,3
VinylSd,87,60,6,684,2,174000,3
TA,87,60,6,684,2,174000,3
0,87,60,6,684,2,174000,3
Unf,87,60,6,684,2,174000,3
TA,87,60,6,684,2,174000,3
Gd,87,60,6,684,2,174000,3
Ex,87,60,6,684,2,174000,3
Typ,87,60,6,684,2,174000,3
Gd,87,60,6,684,2,174000,3
BuiltIn,87,60,6,684,2,174000,3
TA,87,60,6,684,2,174000,3
WD,87,60,6,684,2,174000,3
Normal,87,60,6,684,2,174000,3
124,2636,100,13,2887,3,437000,11
RL,2636,100,13,2887,3,437000,11
Corner,1274,80,6,1357,1,177000,5
AllPub,1274,80,6,1357,1,177000,5
IR1,1274,80,6,1357,1,177000,5
Plywood,1274,80,6,1357,1,177000,5
TA,1274,80,6,1357,1,177000,5
84,1274,80,6,1357,1,177000,5
ALQ,1274,80,6,1357,1,177000,5
TA,1274,80,6,1357,1,177000,5
TA,1274,80,6,1357,1,177000,5
Gd,1274,80,6,1357,1,177000,5
Typ,1274,80,6,1357,1,177000,5
Gd,1274,80,6,1357,1,177000,5
Basment,1274,80,6,1357,1,177000,5
TA,1274,80,6,1357,1,177000,5
WD,1274,80,6,1357,1,177000,5
Normal,1274,80,6,1357,1,177000,5
Inside,1362,20,7,1530,2,260000,6
AllPub,1362,20,7,1530,2,260000,6
IR1,1362,20,7,1530,2,260000,6
VinylSd,1362,20,7,1530,2,260000,6
TA,1362,20,7,1530,2,260000,6
16,1362,20,7,1530,2,260000,6
ALQ,1362,20,7,1530,2,260000,6
TA,1362,20,7,1530,2,260000,6
Ex,1362,20,7,1530,2,260000,6
Ex,1362,20,7,1530,2,260000,6
Typ,1362,20,7,1530,2,260000,6
Gd,1362,20,7,1530,2,260000,6
Attchd,1362,20,7,1530,2,260000,6
TA,1362,20,7,1530,2,260000,6
WD,1362,20,7,1530,2,260000,6
Normal,1362,20,7,1530,2,260000,6
128,890,20,6,1505,1,149500,2
RL,890,20,6,1505,1,149500,2
Inside,890,20,6,1505,1,149500,2
AllPub,890,20,6,1505,1,149500,2
Reg,890,20,6,1505,1,149500,2
Wd Sdng,890,20,6,1505,1,149500,2
TA,890,20,6,1505,1,149500,2
90,890,20,6,1505,1,149500,2
BLQ,890,20,6,1505,1,149500,2
TA,890,20,6,1505,1,149500,2
TA,890,20,6,1505,1,149500,2
Ex,890,20,6,1505,1,149500,2
Typ,890,20,6,1505,1,149500,2
TA,890,20,6,1505,1,149500,2
Attchd,890,20,6,1505,1,149500,2
TA,890,20,6,1505,1,149500,2
WD,890,20,6,1505,1,149500,2
Normal,890,20,6,1505,1,149500,2
129,1637,40,16,3540,4,516000,13
RL,1637,40,16,3540,4,516000,13
FR3,1360,20,9,1980,2,315000,9
AllPub,1360,20,9,1980,2,315000,9
Reg,1360,20,9,1980,2,315000,9
VinylSd,1360,20,9,1980,2,315000,9
TA,1360,20,9,1980,2,315000,9
66,1360,20,9,1980,2,315000,9
GLQ,1360,20,9,1980,2,315000,9
TA,1360,20,9,1980,2,315000,9
Ex,1360,20,9,1980,2,315000,9
Ex,1360,20,9,1980,2,315000,9
Typ,1360,20,9,1980,2,315000,9
Gd,1360,20,9,1980,2,315000,9
Attchd,1360,20,9,1980,2,315000,9
TA,1360,20,9,1980,2,315000,9
WD,1360,20,9,1980,2,315000,9
Normal,1360,20,9,1980,2,315000,9
Inside,277,20,7,1560,2,201000,4
AllPub,277,20,7,1560,2,201000,4
IR1,277,20,7,1560,2,201000,4
VinylSd,277,20,7,1560,2,201000,4
TA,277,20,7,1560,2,201000,4
0,277,20,7,1560,2,201000,4
Unf,277,20,7,1560,2,201000,4
TA,277,20,7,1560,2,201000,4
Ex,277,20,7,1560,2,201000,4
Ex,277,20,7,1560,2,201000,4
Typ,277,20,7,1560,2,201000,4
NA,277,20,7,1560,2,201000,4
Attchd,277,20,7,1560,2,201000,4
TA,277,20,7,1560,2,201000,4
WD,277,20,7,1560,2,201000,4
Normal,277,20,7,1560,2,201000,4
130,1921,130,21,5526,6,519750,19
RL,1921,130,21,5526,6,519750,19
Corner,430,20,6,1412,2,175000,3
AllPub,430,20,6,1412,2,175000,3
IR1,430,20,6,1412,2,175000,3
HdBoard,430,20,6,1412,2,175000,3
TA,430,20,6,1412,2,175000,3
0,430,20,6,1412,2,175000,3
GLQ,430,20,6,1412,2,175000,3
TA,430,20,6,1412,2,175000,3
Gd,430,20,6,1412,2,175000,3
TA,430,20,6,1412,2,175000,3
Typ,430,20,6,1412,2,175000,3
TA,430,20,6,1412,2,175000,3
Attchd,430,20,6,1412,2,175000,3
TA,430,20,6,1412,2,175000,3
WD,430,20,6,1412,2,175000,3
Normal,430,20,6,1412,2,175000,3
Inside,1491,110,15,4114,4,344750,16
AllPub,1491,110,15,4114,4,344750,16
IR1,1491,110,15,4114,4,344750,16
CemntBd,524,60,10,3138,3,184750,10
TA,524,60,10,3138,3,184750,10
762,524,60,10,3138,3,184750,10
GLQ,524,60,10,3138,3,184750,10
TA,524,60,10,3138,3,184750,10
Ex,524,60,10,3138,3,184750,10
Ex,524,60,10,3138,3,184750,10
Typ,524,60,10,3138,3,184750,10
Gd,524,60,10,3138,3,184750,10
BuiltIn,524,60,10,3138,3,184750,10
TA,524,60,10,3138,3,184750,10
New,524,60,10,3138,3,184750,10
Partial,524,60,10,3138,3,184750,10
MetalSd,967,50,5,976,1,160000,6
Gd,967,50,5,976,1,160000,6
0,967,50,5,976,1,160000,6
Rec,967,50,5,976,1,160000,6
Fa,967,50,5,976,1,160000,6
TA,967,50,5,976,1,160000,6
Ex,967,50,5,976,1,160000,6
Min2,967,50,5,976,1,160000,6
TA,967,50,5,976,1,160000,6
Detchd,967,50,5,976,1,160000,6
TA,967,50,5,976,1,160000,6
WD,967,50,5,976,1,160000,6
Normal,967,50,5,976,1,160000,6
134,1312,80,12,2858,3,469900,14
RL,1312,80,12,2858,3,469900,14
Corner,160,60,7,1392,2,320000,3
AllPub,160,60,7,1392,2,320000,3
IR1,160,60,7,1392,2,320000,3
VinylSd,160,60,7,1392,2,320000,3
TA,160,60,7,1392,2,320000,3
456,160,60,7,1392,2,320000,3
GLQ,160,60,7,1392,2,320000,3
TA,160,60,7,1392,2,320000,3
Gd,160,60,7,1392,2,320000,3
Ex,160,60,7,1392,2,320000,3
Typ,160,60,7,1392,2,320000,3
Gd,160,60,7,1392,2,320000,3
Attchd,160,60,7,1392,2,320000,3
TA,160,60,7,1392,2,320000,3
New,160,60,7,1392,2,320000,3
Partial,160,60,7,1392,2,320000,3
Inside,1152,20,5,1466,1,149900,11
AllPub,1152,20,5,1466,1,149900,11
Reg,1152,20,5,1466,1,149900,11
HdBoard,1152,20,5,1466,1,149900,11
TA,1152,20,5,1466,1,149900,11
132,1152,20,5,1466,1,149900,11
BLQ,1152,20,5,1466,1,149900,11
TA,1152,20,5,1466,1,149900,11
TA,1152,20,5,1466,1,149900,11
TA,1152,20,5,1466,1,149900,11
Typ,1152,20,5,1466,1,149900,11
Gd,1152,20,5,1466,1,149900,11
Attchd,1152,20,5,1466,1,149900,11
TA,1152,20,5,1466,1,149900,11
WD,1152,20,5,1466,1,149900,11
Normal,1152,20,5,1466,1,149900,11
137,447,20,6,1888,2,190000,6
RL,447,20,6,1888,2,190000,6
Corner,447,20,6,1888,2,190000,6
AllPub,447,20,6,1888,2,190000,6
IR1,447,20,6,1888,2,190000,6
BrkFace,447,20,6,1888,2,190000,6
TA,447,20,6,1888,2,190000,6
0,447,20,6,1888,2,190000,6
ALQ,447,20,6,1888,2,190000,6
TA,447,20,6,1888,2,190000,6
TA,447,20,6,1888,2,190000,6
Ex,447,20,6,1888,2,190000,6
Mod,447,20,6,1888,2,190000,6
Gd,447,20,6,1888,2,190000,6
Attchd,447,20,6,1888,2,190000,6
TA,447,20,6,1888,2,190000,6
WD,447,20,6,1888,2,190000,6
Normal,447,20,6,1888,2,190000,6
138,1174,50,5,1636,3,200500,3
RL,1174,50,5,1636,3,200500,3
Inside,1174,50,5,1636,3,200500,3
AllPub,1174,50,5,1636,3,200500,3
IR1,1174,50,5,1636,3,200500,3
MetalSd,1174,50,5,1636,3,200500,3
TA,1174,50,5,1636,3,200500,3
0,1174,50,5,1636,3,200500,3
Rec,1174,50,5,1636,3,200500,3
TA,1174,50,5,1636,3,200500,3
TA,1174,50,5,1636,3,200500,3
TA,1174,50,5,1636,3,200500,3
Maj1,1174,50,5,1636,3,200500,3
Gd,1174,50,5,1636,3,200500,3
NA,1174,50,5,1636,3,200500,3
NA,1174,50,5,1636,3,200500,3
WD,1174,50,5,1636,3,200500,3
Normal,1174,50,5,1636,3,200500,3
140,278,20,4,864,1,141000,6
RL,278,20,4,864,1,141000,6
Corner,278,20,4,864,1,141000,6
AllPub,278,20,4,864,1,141000,6
Reg,278,20,4,864,1,141000,6
VinylSd,278,20,4,864,1,141000,6
TA,278,20,4,864,1,141000,6
0,278,20,4,864,1,141000,6
LwQ,278,20,4,864,1,141000,6
TA,278,20,4,864,1,141000,6
TA,278,20,4,864,1,141000,6
Ex,278,20,4,864,1,141000,6
Typ,278,20,4,864,1,141000,6
NA,278,20,4,864,1,141000,6
Detchd,278,20,4,864,1,141000,6
TA,278,20,4,864,1,141000,6
WD,278,20,4,864,1,141000,6
Normal,278,20,4,864,1,141000,6
141,172,20,6,1656,1,215000,5
RL,172,20,6,1656,1,215000,5
Corner,172,20,6,1656,1,215000,5
AllPub,172,20,6,1656,1,215000,5
IR1,172,20,6,1656,1,215000,5
BrkFace,172,20,6,1656,1,215000,5
TA,172,20,6,1656,1,215000,5
112,172,20,6,1656,1,215000,5
BLQ,172,20,6,1656,1,215000,5
Gd,172,20,6,1656,1,215000,5
TA,172,20,6,1656,1,215000,5
Fa,172,20,6,1656,1,215000,5
Typ,172,20,6,1656,1,215000,5
Gd,172,20,6,1656,1,215000,5
Attchd,172,20,6,1656,1,215000,5
TA,172,20,6,1656,1,215000,5
WD,172,20,6,1656,1,215000,5
Normal,172,20,6,1656,1,215000,5
144,808,70,5,1072,1,223500,5
RL,808,70,5,1072,1,223500,5
Inside,808,70,5,1072,1,223500,5
AllPub,808,70,5,1072,1,223500,5
Reg,808,70,5,1072,1,223500,5
Wd Sdng,808,70,5,1072,1,223500,5
TA,808,70,5,1072,1,223500,5
0,808,70,5,1072,1,223500,5
GLQ,808,70,5,1072,1,223500,5
TA,808,70,5,1072,1,223500,5
TA,808,70,5,1072,1,223500,5
Ex,808,70,5,1072,1,223500,5
Typ,808,70,5,1072,1,223500,5
TA,808,70,5,1072,1,223500,5
Attchd,808,70,5,1072,1,223500,5
TA,808,70,5,1072,1,223500,5
WD,808,70,5,1072,1,223500,5
Normal,808,70,5,1072,1,223500,5
149,910,60,6,742,2,174000,6
RL,910,60,6,742,2,174000,6
Inside,910,60,6,742,2,174000,6
AllPub,910,60,6,742,2,174000,6
IR2,910,60,6,742,2,174000,6
VinylSd,910,60,6,742,2,174000,6
TA,910,60,6,742,2,174000,6
0,910,60,6,742,2,174000,6
Unf,910,60,6,742,2,174000,6
TA,910,60,6,742,2,174000,6
Gd,910,60,6,742,2,174000,6
Ex,910,60,6,742,2,174000,6
Typ,910,60,6,742,2,174000,6
Gd,910,60,6,742,2,174000,6
Attchd,910,60,6,742,2,174000,6
TA,910,60,6,742,2,174000,6
WD,910,60,6,742,2,174000,6
Normal,910,60,6,742,2,174000,6
150,314,20,7,2036,2,375000,6
RL,314,20,7,2036,2,375000,6
Inside,314,20,7,2036,2,375000,6
AllPub,314,20,7,2036,2,375000,6
IR3,314,20,7,2036,2,375000,6
BrkFace,314,20,7,2036,2,375000,6
TA,314,20,7,2036,2,375000,6
0,314,20,7,2036,2,375000,6
ALQ,314,20,7,2036,2,375000,6
TA,314,20,7,2036,2,375000,6
Gd,314,20,7,2036,2,375000,6
TA,314,20,7,2036,2,375000,6
Typ,314,20,7,2036,2,375000,6
Gd,314,20,7,2036,2,375000,6
Attchd,314,20,7,2036,2,375000,6
TA,314,20,7,2036,2,375000,6
WD,314,20,7,2036,2,375000,6
Normal,314,20,7,2036,2,375000,6
152,1212,50,8,1080,2,164000,6
RL,1212,50,8,1080,2,164000,6
Inside,1212,50,8,1080,2,164000,6
AllPub,1212,50,8,1080,2,164000,6
IR1,1212,50,8,1080,2,164000,6
Wd Sdng,1212,50,8,1080,2,164000,6
TA,1212,50,8,1080,2,164000,6
0,1212,50,8,1080,2,164000,6
GLQ,1212,50,8,1080,2,164000,6
TA,1212,50,8,1080,2,164000,6
Gd,1212,50,8,1080,2,164000,6
Gd,1212,50,8,1080,2,164000,6
Typ,1212,50,8,1080,2,164000,6
NA,1212,50,8,1080,2,164000,6
Basment,1212,50,8,1080,2,164000,6
TA,1212,50,8,1080,2,164000,6
WD,1212,50,8,1080,2,164000,6
Normal,1212,50,8,1080,2,164000,6
153,1338,30,4,693,1,52500,3
RM,1338,30,4,693,1,52500,3
Corner,1338,30,4,693,1,52500,3
AllPub,1338,30,4,693,1,52500,3
IR1,1338,30,4,693,1,52500,3
Wd Sdng,1338,30,4,693,1,52500,3
TA,1338,30,4,693,1,52500,3
0,1338,30,4,693,1,52500,3
Unf,1338,30,4,693,1,52500,3
TA,1338,30,4,693,1,52500,3
TA,1338,30,4,693,1,52500,3
Fa,1338,30,4,693,1,52500,3
Typ,1338,30,4,693,1,52500,3
NA,1338,30,4,693,1,52500,3
NA,1338,30,4,693,1,52500,3
NA,1338,30,4,693,1,52500,3
WD,1338,30,4,693,1,52500,3
Normal,1338,30,4,693,1,52500,3
160,1183,60,10,2411,3,745000,7
RL,1183,60,10,2411,3,745000,7
Corner,1183,60,10,2411,3,745000,7
AllPub,1183,60,10,2411,3,745000,7
IR1,1183,60,10,2411,3,745000,7
Wd Sdng,1183,60,10,2411,3,745000,7
TA,1183,60,10,2411,3,745000,7
0,1183,60,10,2411,3,745000,7
GLQ,1183,60,10,2411,3,745000,7
TA,1183,60,10,2411,3,745000,7
Ex,1183,60,10,2411,3,745000,7
Ex,1183,60,10,2411,3,745000,7
Typ,1183,60,10,2411,3,745000,7
TA,1183,60,10,2411,3,745000,7
Attchd,1183,60,10,2411,3,745000,7
TA,1183,60,10,2411,3,745000,7
WD,1183,60,10,2411,3,745000,7
Abnorml,1183,60,10,2411,3,745000,7
168,1108,60,7,887,2,274725,9
RL,1108,60,7,887,2,274725,9
CulDSac,1108,60,7,887,2,274725,9
AllPub,1108,60,7,887,2,274725,9
IR3,1108,60,7,887,2,274725,9
VinylSd,1108,60,7,887,2,274725,9
TA,1108,60,7,887,2,274725,9
0,1108,60,7,887,2,274725,9
Unf,1108,60,7,887,2,274725,9
Gd,1108,60,7,887,2,274725,9
Ex,1108,60,7,887,2,274725,9
Ex,1108,60,7,887,2,274725,9
